performance_id,week_number,fantasy_points,player_id,last_changed_date
2605,202301,19,1105,2024-03-01
2606,202301,24,1106,2024-03-01
2607,202301,10,1107,2024-03-01
2608,202301,1,1108,2024-03-01
2609,202301,15,1109,2024-03-01
2610,202301,23,1110,2024-03-01
2611,202301,3,1111,2024-03-01
2612,202301,20,1112,2024-03-01
2613,202301,10,1113,2024-03-01
2614,202301,23,1114,2024-03-01
2615,202301,1,1115,2024-03-01
2616,202301,7,1116,2024-03-01
2617,202301,1,1117,2024-03-01
2618,202301,4,1118,2024-03-01
2619,202301,12,1119,2024-03-01
2620,202301,9,1120,2024-03-01
2621,202301,13,1121,2024-03-01
2622,202301,4,1122,2024-03-01
2623,202301,12,1123,2024-03-01
2624,202301,20,1124,2024-03-01
2625,202301,18,1125,2024-03-01
2626,202301,8,1126,2024-03-01
2627,202301,13,1127,2024-03-01
2628,202301,11,1128,2024-03-01
2629,202301,21,1129,2024-03-01
2630,202301,12,1130,2024-03-01
2631,202301,18,1131,2024-03-01
2632,202301,4,1132,2024-03-01
2633,202301,17,1133,2024-03-01
2634,202301,3,1134,2024-03-01
2635,202301,25,1135,2024-03-01
2636,202301,3,1136,2024-03-01
2637,202301,4,1137,2024-03-01
2638,202301,1,1138,2024-03-01
2639,202301,16,1139,2024-03-01
2640,202301,18,1140,2024-03-01
2641,202301,11,1141,2024-03-01
2642,202301,4,1142,2024-03-01
2643,202301,19,1143,2024-03-01
2644,202301,5,1144,2024-03-01
2645,202301,18,1145,2024-03-01
2646,202301,12,1146,2024-03-01
2647,202301,12,1147,2024-03-01
2648,202301,7,1148,2024-03-01
2649,202301,22,1149,2024-03-01
2650,202301,4,1150,2024-03-01
2651,202301,25,1151,2024-03-01
2652,202301,15,1152,2024-03-01
2653,202301,5,1153,2024-03-01
2654,202301,6,1154,2024-03-01
2655,202301,13,1155,2024-03-01
2656,202301,24,1156,2024-03-01
2657,202301,20,1157,2024-03-01
2658,202301,18,1158,2024-03-01
2659,202301,8,1159,2024-03-01
2660,202301,13,1160,2024-03-01
2661,202301,21,1161,2024-03-01
2662,202301,4,1162,2024-03-01
2663,202301,6,1163,2024-03-01
2664,202301,12,1164,2024-03-01
2665,202301,19,1165,2024-03-01
2666,202301,1,1166,2024-03-01
2667,202301,12,1167,2024-03-01
2668,202301,16,1168,2024-03-01
2669,202301,14,1169,2024-03-01
2670,202301,8,1170,2024-03-01
2671,202301,1,1171,2024-03-01
2672,202301,2,1172,2024-03-01
2673,202301,10,1173,2024-03-01
2674,202301,11,1174,2024-03-01
2675,202301,24,1175,2024-03-01
2676,202301,6,1176,2024-03-01
2677,202301,2,1177,2024-03-01
2678,202301,5,1178,2024-03-01
2679,202301,7,1179,2024-03-01
2680,202301,9,1180,2024-03-01
2681,202301,21,1181,2024-03-01
2682,202301,14,1182,2024-03-01
2683,202301,10,1183,2024-03-01
2684,202301,17,1184,2024-03-01
2685,202301,7,1185,2024-03-01
2686,202301,12,1186,2024-03-01
2687,202301,16,1187,2024-03-01
2688,202301,17,1188,2024-03-01
2689,202301,18,1189,2024-03-01
2690,202301,22,1190,2024-03-01
2691,202301,8,1191,2024-03-01
2692,202301,21,1192,2024-03-01
2693,202301,13,1193,2024-03-01
2694,202301,17,1194,2024-03-01
2695,202301,7,1195,2024-03-01
2696,202301,18,1196,2024-03-01
2697,202301,21,1197,2024-03-01
2698,202301,1,1198,2024-03-01
2699,202301,25,1199,2024-03-01
2700,202301,14,1200,2024-03-01
2701,202301,15,1201,2024-03-01
2702,202301,14,1202,2024-03-01
2703,202301,4,1203,2024-03-01
2704,202301,1,1204,2024-03-01
2705,202301,4,1205,2024-03-01
2706,202301,3,1206,2024-03-01
2707,202301,12,1207,2024-03-01
2708,202301,8,1208,2024-03-01
2709,202301,23,1209,2024-03-01
2710,202301,15,1210,2024-03-01
2711,202301,3,1211,2024-03-01
2712,202301,20,1212,2024-03-01
2713,202301,21,1213,2024-03-01
2714,202301,3,1214,2024-03-01
2715,202301,14,1215,2024-03-01
2716,202301,23,1216,2024-03-01
2717,202301,20,1217,2024-03-01
2718,202301,13,1218,2024-03-01
2719,202301,21,1219,2024-03-01
2720,202301,7,1220,2024-03-01
2721,202301,12,1221,2024-03-01
2722,202301,18,1222,2024-03-01
2723,202301,25,1223,2024-03-01
2724,202301,1,1224,2024-03-01
2725,202301,17,1225,2024-03-01
2726,202301,15,1226,2024-03-01
2727,202301,10,1227,2024-03-01
2728,202301,16,1228,2024-03-01
2729,202301,4,1229,2024-03-01
2730,202301,4,1230,2024-03-01
2731,202301,10,1231,2024-03-01
2732,202301,21,1232,2024-03-01
2733,202301,23,1233,2024-03-01
2734,202301,1,1234,2024-03-01
2735,202301,13,1235,2024-03-01
2736,202301,19,1236,2024-03-01
2737,202301,4,1237,2024-03-01
2738,202301,9,1238,2024-03-01
2739,202301,1,1239,2024-03-01
2740,202301,8,1240,2024-03-01
2741,202301,24,1241,2024-03-01
2742,202301,3,1242,2024-03-01
2743,202301,5,1243,2024-03-01
2744,202301,11,1244,2024-03-01
2745,202301,12,1245,2024-03-01
2746,202301,16,1246,2024-03-01
2747,202301,4,1247,2024-03-01
2748,202301,8,1248,2024-03-01
2749,202301,2,1249,2024-03-01
2750,202301,15,1250,2024-03-01
2751,202301,1,1251,2024-03-01
2752,202301,23,1252,2024-03-01
2753,202301,6,1253,2024-03-01
2754,202301,21,1254,2024-03-01
2755,202301,13,1255,2024-03-01
2756,202301,15,1256,2024-03-01
2757,202301,18,1257,2024-03-01
2758,202301,9,1258,2024-03-01
2759,202301,1,1259,2024-03-01
2760,202301,25,1260,2024-03-01
2761,202301,14,1261,2024-03-01
2762,202301,4,1262,2024-03-01
2763,202301,22,1263,2024-03-01
2764,202301,3,1264,2024-03-01
2765,202301,19,1265,2024-03-01
2766,202301,1,1266,2024-03-01
2767,202301,10,1267,2024-03-01
2768,202301,24,1268,2024-03-01
2769,202301,10,1269,2024-03-01
2770,202301,15,1270,2024-03-01
2771,202301,24,1271,2024-03-01
2772,202301,3,1272,2024-03-01
2773,202301,4,1273,2024-03-01
2774,202301,16,1274,2024-03-01
2775,202301,9,1275,2024-03-01
2776,202301,8,1276,2024-03-01
2777,202301,6,1277,2024-03-01
2778,202301,2,1278,2024-03-01
2779,202301,3,1279,2024-03-01
2780,202301,20,1280,2024-03-01
2781,202301,14,1281,2024-03-01
2782,202301,13,1282,2024-03-01
2783,202301,7,1283,2024-03-01
2784,202301,18,1284,2024-03-01
2785,202301,16,1285,2024-03-01
2786,202301,19,1286,2024-03-01
2787,202301,14,1287,2024-03-01
2788,202301,17,1288,2024-03-01
2789,202301,19,1289,2024-03-01
2790,202301,14,1290,2024-03-01
2791,202301,13,1291,2024-03-01
2792,202301,20,1292,2024-03-01
2793,202301,7,1293,2024-03-01
2794,202301,16,1294,2024-03-01
2795,202301,4,1295,2024-03-01
2796,202301,15,1296,2024-03-01
2797,202301,15,1297,2024-03-01
2798,202301,11,1298,2024-03-01
2799,202301,1,1299,2024-03-01
2800,202301,10,1300,2024-03-01
2801,202301,6,1301,2024-03-01
2802,202301,1,1302,2024-03-01
2803,202301,3,1303,2024-03-01
2804,202301,21,1304,2024-03-01
2805,202301,4,1305,2024-03-01
2806,202301,25,1306,2024-03-01
2807,202301,3,1307,2024-03-01
2808,202301,24,1308,2024-03-01
2809,202301,17,1309,2024-03-01
2810,202301,11,1310,2024-03-01
2811,202301,7,1311,2024-03-01
2812,202301,7,1312,2024-03-01
2813,202301,2,1313,2024-03-01
2814,202301,11,1314,2024-03-01
2815,202301,19,1315,2024-03-01
2816,202301,18,1316,2024-03-01
2817,202301,18,1317,2024-03-01
2818,202301,22,1318,2024-03-01
2819,202301,19,1319,2024-03-01
2820,202301,14,1320,2024-03-01
2821,202301,20,1321,2024-03-01
2822,202301,13,1322,2024-03-01
2823,202301,25,1323,2024-03-01
2824,202301,2,1324,2024-03-01
2825,202301,9,1325,2024-03-01
2826,202301,16,1326,2024-03-01
2827,202301,18,1327,2024-03-01
2828,202301,24,1328,2024-03-01
2829,202301,24,1329,2024-03-01
2830,202301,19,1330,2024-03-01
2831,202301,2,1331,2024-03-01
2832,202301,5,1332,2024-03-01
2833,202301,2,1333,2024-03-01
2834,202301,1,1334,2024-03-01
2835,202301,12,1335,2024-03-01
2836,202301,6,1336,2024-03-01
2837,202301,13,1337,2024-03-01
2838,202301,23,1338,2024-03-01
2839,202301,14,1339,2024-03-01
2840,202301,20,1340,2024-03-01
2841,202301,7,1341,2024-03-01
2842,202301,18,1342,2024-03-01
2843,202301,1,1343,2024-03-01
2844,202301,11,1344,2024-03-01
2845,202301,13,1345,2024-03-01
2846,202301,7,1346,2024-03-01
2847,202301,9,1347,2024-03-01
2848,202301,15,1348,2024-03-01
2849,202301,23,1349,2024-03-01
2850,202301,15,1350,2024-03-01
2851,202301,7,1351,2024-03-01
2852,202301,3,1352,2024-03-01
2853,202301,24,1353,2024-03-01
2854,202301,16,1354,2024-03-01
2855,202301,20,1355,2024-03-01
2856,202301,10,1356,2024-03-01
2857,202301,4,1357,2024-03-01
2858,202301,4,1358,2024-03-01
2859,202301,6,1359,2024-03-01
2860,202301,2,1360,2024-03-01
2861,202301,7,1361,2024-03-01
2862,202301,2,1362,2024-03-01
2863,202301,23,1363,2024-03-01
2864,202301,9,1364,2024-03-01
2865,202301,16,1365,2024-03-01
2866,202301,3,1366,2024-03-01
2867,202301,25,1367,2024-03-01
2868,202301,1,1368,2024-03-01
2869,202301,25,1369,2024-03-01
2870,202301,2,1370,2024-03-01
2871,202301,3,1371,2024-03-01
2872,202301,15,1372,2024-03-01
2873,202301,5,1373,2024-03-01
2874,202301,13,1374,2024-03-01
2875,202301,6,1375,2024-03-01
2876,202301,7,1376,2024-03-01
2877,202301,23,1377,2024-03-01
2878,202301,9,1378,2024-03-01
2879,202301,4,1379,2024-03-01
2880,202301,24,1380,2024-03-01
2881,202301,16,1381,2024-03-01
2882,202301,7,1382,2024-03-01
2883,202301,9,1383,2024-03-01
2884,202301,7,1384,2024-03-01
2885,202301,19,1385,2024-03-01
2886,202301,4,1386,2024-03-01
2887,202301,6,1387,2024-03-01
2888,202301,22,1388,2024-03-01
2889,202301,24,1389,2024-03-01
2890,202301,19,1390,2024-03-01
2891,202301,6,1391,2024-03-01
2892,202301,5,1392,2024-03-01
2893,202301,15,1393,2024-03-01
2894,202301,4,1394,2024-03-01
2895,202301,13,1395,2024-03-01
2896,202301,6,1396,2024-03-01
2897,202301,6,1397,2024-03-01
2898,202301,10,1398,2024-03-01
2899,202301,3,1399,2024-03-01
2900,202301,21,1400,2024-03-01
2901,202301,11,1401,2024-03-01
2902,202301,9,1402,2024-03-01
2903,202301,21,1403,2024-03-01
2904,202301,4,1404,2024-03-01
2905,202301,5,1405,2024-03-01
2906,202301,4,1406,2024-03-01
2907,202301,19,1407,2024-03-01
2908,202301,8,1408,2024-03-01
2909,202301,22,1409,2024-03-01
2910,202301,18,1410,2024-03-01
2911,202301,10,1411,2024-03-01
2912,202301,13,1412,2024-03-01
2913,202301,2,1413,2024-03-01
2914,202301,10,1414,2024-03-01
2915,202301,13,1415,2024-03-01
2916,202301,10,1416,2024-03-01
2917,202301,13,1417,2024-03-01
2918,202301,3,1418,2024-03-01
2919,202301,19,1419,2024-03-01
2920,202301,5,1420,2024-03-01
2921,202301,21,1421,2024-03-01
2922,202301,20,1422,2024-03-01
2923,202301,3,1423,2024-03-01
2924,202301,12,1424,2024-03-01
2925,202301,20,1425,2024-03-01
2926,202301,22,1426,2024-03-01
2927,202301,19,1427,2024-03-01
2928,202301,17,1428,2024-03-01
2929,202301,24,1429,2024-03-01
2930,202301,5,1430,2024-03-01
2931,202301,8,1431,2024-03-01
2932,202301,8,1432,2024-03-01
2933,202301,6,1433,2024-03-01
2934,202301,11,1434,2024-03-01
2935,202301,14,1435,2024-03-01
2936,202301,21,1436,2024-03-01
2937,202301,16,1437,2024-03-01
2938,202301,21,1438,2024-03-01
2939,202301,7,1439,2024-03-01
2940,202301,17,1440,2024-03-01
2941,202301,11,1441,2024-03-01
2942,202301,5,1442,2024-03-01
2943,202301,10,1443,2024-03-01
2944,202301,23,1444,2024-03-01
2945,202301,6,1445,2024-03-01
2946,202301,24,1446,2024-03-01
2947,202301,5,1447,2024-03-01
2948,202301,5,1448,2024-03-01
2949,202301,17,1449,2024-03-01
2950,202301,3,1450,2024-03-01
2951,202301,24,1451,2024-03-01
2952,202301,2,1452,2024-03-01
2953,202301,15,1453,2024-03-01
2954,202301,7,1454,2024-03-01
2955,202301,15,1455,2024-03-01
2956,202301,21,1456,2024-03-01
2957,202301,6,1457,2024-03-01
2958,202301,12,1458,2024-03-01
2959,202301,13,1459,2024-03-01
2960,202301,21,1460,2024-03-01
2961,202301,9,1461,2024-03-01
2962,202301,11,1462,2024-03-01
2963,202301,14,1463,2024-03-01
2964,202301,1,1464,2024-03-01
2965,202301,3,1465,2024-03-01
2966,202301,16,1466,2024-03-01
2967,202301,7,1467,2024-03-01
2968,202301,6,1468,2024-03-01
2969,202301,16,1469,2024-03-01
2970,202301,8,1470,2024-03-01
2971,202301,24,1471,2024-03-01
2972,202301,19,1472,2024-03-01
2973,202301,9,1473,2024-03-01
2974,202301,7,1474,2024-03-01
2975,202301,1,1475,2024-03-01
2976,202301,1,1476,2024-03-01
2977,202301,1,1477,2024-03-01
2978,202301,16,1478,2024-03-01
2979,202301,9,1479,2024-03-01
2980,202301,7,1480,2024-03-01
2981,202301,7,1481,2024-03-01
2982,202301,11,1482,2024-03-01
2983,202301,9,1483,2024-03-01
2984,202301,10,1484,2024-03-01
2985,202301,10,1485,2024-03-01
2986,202301,13,1486,2024-03-01
2987,202301,8,1487,2024-03-01
2988,202301,3,1488,2024-03-01
2989,202301,8,1489,2024-03-01
2990,202301,12,1490,2024-03-01
2991,202301,20,1491,2024-03-01
2992,202301,4,1492,2024-03-01
2993,202301,11,1493,2024-03-01
2994,202301,22,1494,2024-03-01
2995,202301,1,1495,2024-03-01
2996,202301,14,1496,2024-03-01
2997,202301,24,1497,2024-03-01
2998,202301,9,1498,2024-03-01
2999,202301,5,1499,2024-03-01
3000,202301,21,1500,2024-03-01
3001,202301,7,1501,2024-03-01
3002,202301,10,1502,2024-03-01
3003,202301,6,1503,2024-03-01
3004,202301,6,1504,2024-03-01
3005,202301,2,1505,2024-03-01
3006,202301,11,1506,2024-03-01
3007,202301,15,1507,2024-03-01
3008,202301,3,1508,2024-03-01
3009,202301,24,1509,2024-03-01
3010,202301,9,1510,2024-03-01
3011,202301,13,1511,2024-03-01
3012,202301,24,1512,2024-03-01
3013,202301,1,1513,2024-03-01
3014,202301,17,1514,2024-03-01
3015,202301,21,1515,2024-03-01
3016,202301,23,1516,2024-03-01
3017,202301,18,1517,2024-03-01
3018,202301,21,1518,2024-03-01
3019,202301,22,1519,2024-03-01
3020,202301,3,1520,2024-03-01
3021,202301,9,1521,2024-03-01
3022,202301,23,1522,2024-03-01
3023,202301,6,1523,2024-03-01
3024,202301,3,1524,2024-03-01
3025,202301,6,1525,2024-03-01
3026,202301,9,1526,2024-03-01
3027,202301,17,1527,2024-03-01
3028,202301,21,1528,2024-03-01
3029,202301,22,1529,2024-03-01
3030,202301,21,1530,2024-03-01
3031,202301,17,1531,2024-03-01
3032,202301,15,1532,2024-03-01
3033,202301,7,1533,2024-03-01
3034,202301,6,1534,2024-03-01
3035,202301,19,1535,2024-03-01
3036,202301,12,1536,2024-03-01
3037,202301,20,1537,2024-03-01
3038,202301,11,1538,2024-03-01
3039,202301,21,1539,2024-03-01
3040,202301,15,1540,2024-03-01
3041,202301,23,1541,2024-03-01
3042,202301,5,1542,2024-03-01
3043,202301,20,1543,2024-03-01
3044,202301,7,1544,2024-03-01
3045,202301,7,1545,2024-03-01
3046,202301,20,1546,2024-03-01
3047,202301,1,1547,2024-03-01
3048,202301,22,1548,2024-03-01
3049,202301,2,1549,2024-03-01
3050,202301,9,1550,2024-03-01
3051,202301,13,1551,2024-03-01
3052,202301,14,1552,2024-03-01
3053,202301,25,1553,2024-03-01
3054,202301,22,1554,2024-03-01
3055,202301,19,1555,2024-03-01
3056,202301,5,1556,2024-03-01
3057,202301,19,1557,2024-03-01
3058,202301,10,1558,2024-03-01
3059,202301,17,1559,2024-03-01
3060,202301,16,1560,2024-03-01
3061,202301,16,1561,2024-03-01
3062,202301,20,1562,2024-03-01
3063,202301,13,1563,2024-03-01
3064,202301,7,1564,2024-03-01
3065,202301,9,1565,2024-03-01
3066,202301,10,1566,2024-03-01
3067,202301,8,1567,2024-03-01
3068,202301,9,1568,2024-03-01
3069,202301,15,1569,2024-03-01
3070,202301,16,1570,2024-03-01
3071,202301,18,1571,2024-03-01
3072,202301,12,1572,2024-03-01
3073,202301,24,1573,2024-03-01
3074,202301,11,1574,2024-03-01
3075,202301,17,1575,2024-03-01
3076,202301,21,1576,2024-03-01
3077,202301,18,1577,2024-03-01
3078,202301,11,1578,2024-03-01
3079,202301,7,1579,2024-03-01
3080,202301,18,1580,2024-03-01
3081,202301,24,1581,2024-03-01
3082,202301,14,1582,2024-03-01
3083,202301,15,1583,2024-03-01
3084,202301,2,1584,2024-03-01
3085,202301,25,1585,2024-03-01
3086,202301,24,1586,2024-03-01
3087,202301,4,1587,2024-03-01
3088,202301,16,1588,2024-03-01
3089,202301,14,1589,2024-03-01
3090,202301,2,1590,2024-03-01
3091,202301,7,1591,2024-03-01
3092,202301,18,1592,2024-03-01
3093,202301,20,1593,2024-03-01
3094,202301,4,1594,2024-03-01
3095,202301,6,1595,2024-03-01
3096,202301,23,1596,2024-03-01
3097,202301,14,1597,2024-03-01
3098,202301,6,1598,2024-03-01
3099,202301,25,1599,2024-03-01
3100,202301,16,1600,2024-03-01
3101,202301,6,1601,2024-03-01
3102,202301,4,1602,2024-03-01
3103,202301,14,1603,2024-03-01
3104,202301,9,1604,2024-03-01
3105,202301,25,1605,2024-03-01
3106,202301,10,1606,2024-03-01
3107,202301,12,1607,2024-03-01
3108,202301,20,1608,2024-03-01
3109,202301,16,1609,2024-03-01
3110,202301,12,1610,2024-03-01
3111,202301,20,1611,2024-03-01
3112,202301,14,1612,2024-03-01
3113,202301,20,1613,2024-03-01
3114,202301,2,1614,2024-03-01
3115,202301,18,1615,2024-03-01
3116,202301,17,1616,2024-03-01
3117,202301,3,1617,2024-03-01
3118,202301,3,1618,2024-03-01
3119,202301,1,1619,2024-03-01
3120,202301,18,1620,2024-03-01
3121,202301,22,1621,2024-03-01
3122,202301,22,1622,2024-03-01
3123,202301,14,1623,2024-03-01
3124,202301,6,1624,2024-03-01
3125,202301,8,1625,2024-03-01
3126,202301,24,1626,2024-03-01
3127,202301,7,1627,2024-03-01
3128,202301,5,1628,2024-03-01
3129,202301,15,1629,2024-03-01
3130,202301,3,1630,2024-03-01
3131,202301,16,1631,2024-03-01
3132,202301,13,1632,2024-03-01
3133,202301,2,1633,2024-03-01
3134,202301,16,1634,2024-03-01
3135,202301,17,1635,2024-03-01
3136,202301,22,1636,2024-03-01
3137,202301,4,1637,2024-03-01
3138,202301,22,1638,2024-03-01
3139,202301,10,1639,2024-03-01
3140,202301,13,1640,2024-03-01
3141,202301,22,1641,2024-03-01
3142,202301,15,1642,2024-03-01
3143,202301,2,1643,2024-03-01
3144,202301,15,1644,2024-03-01
3145,202301,8,1645,2024-03-01
3146,202301,7,1646,2024-03-01
3147,202301,2,1647,2024-03-01
3148,202301,2,1648,2024-03-01
3149,202301,24,1649,2024-03-01
3150,202301,17,1650,2024-03-01
3151,202301,25,1651,2024-03-01
3152,202301,21,1652,2024-03-01
3153,202301,9,1653,2024-03-01
3154,202301,16,1654,2024-03-01
3155,202301,13,1655,2024-03-01
3156,202301,23,1656,2024-03-01
3157,202301,21,1657,2024-03-01
3158,202301,20,1658,2024-03-01
3159,202301,14,1659,2024-03-01
3160,202301,2,1660,2024-03-01
3161,202301,24,1661,2024-03-01
3162,202301,9,1662,2024-03-01
3163,202301,14,1663,2024-03-01
3164,202301,12,1664,2024-03-01
3165,202301,1,1665,2024-03-01
3166,202301,17,1666,2024-03-01
3167,202301,22,1667,2024-03-01
3168,202301,3,1668,2024-03-01
3169,202301,25,1669,2024-03-01
3170,202301,14,1670,2024-03-01
3171,202301,1,1671,2024-03-01
3172,202301,6,1672,2024-03-01
3173,202301,7,1673,2024-03-01
3174,202301,10,1674,2024-03-01
3175,202301,3,1675,2024-03-01
3176,202301,14,1676,2024-03-01
3177,202301,18,1677,2024-03-01
3178,202301,7,1678,2024-03-01
3179,202301,19,1679,2024-03-01
3180,202301,12,1680,2024-03-01
3181,202301,4,1681,2024-03-01
3182,202301,11,1682,2024-03-01
3183,202301,2,1683,2024-03-01
3184,202301,18,1684,2024-03-01
3185,202301,25,1685,2024-03-01
3186,202301,8,1686,2024-03-01
3187,202301,20,1687,2024-03-01
3188,202301,20,1688,2024-03-01
3189,202301,1,1689,2024-03-01
3190,202301,10,1690,2024-03-01
3191,202301,21,1691,2024-03-01
3192,202301,13,1692,2024-03-01
3193,202301,5,1693,2024-03-01
3194,202301,16,1694,2024-03-01
3195,202301,19,1695,2024-03-01
3196,202301,8,1696,2024-03-01
3197,202301,20,1697,2024-03-01
3198,202301,18,1698,2024-03-01
3199,202301,19,1699,2024-03-01
3200,202301,6,1700,2024-03-01
3201,202301,1,1701,2024-03-01
3202,202301,5,1702,2024-03-01
3203,202301,9,1703,2024-03-01
3204,202301,7,1704,2024-03-01
3205,202301,3,1705,2024-03-01
3206,202301,11,1706,2024-03-01
3207,202301,24,1707,2024-03-01
3208,202301,2,1708,2024-03-01
3209,202301,11,1709,2024-03-01
3210,202301,23,1710,2024-03-01
3211,202301,13,1711,2024-03-01
3212,202301,21,1712,2024-03-01
3213,202301,20,1713,2024-03-01
3214,202301,24,1714,2024-03-01
3215,202301,18,1715,2024-03-01
3216,202301,15,1716,2024-03-01
3217,202301,16,1717,2024-03-01
3218,202301,2,1718,2024-03-01
3219,202301,23,1719,2024-03-01
3220,202301,9,1720,2024-03-01
3221,202301,13,1721,2024-03-01
3222,202301,22,1722,2024-03-01
3223,202301,24,1723,2024-03-01
3224,202301,17,1724,2024-03-01
3225,202301,23,1725,2024-03-01
3226,202301,17,1726,2024-03-01
3227,202301,10,1727,2024-03-01
3228,202301,14,1728,2024-03-01
3229,202301,12,1729,2024-03-01
3230,202301,21,1730,2024-03-01
3231,202301,4,1731,2024-03-01
3232,202301,24,1732,2024-03-01
3233,202301,13,1733,2024-03-01
3234,202301,24,1734,2024-03-01
3235,202301,16,1735,2024-03-01
3236,202301,19,1736,2024-03-01
3237,202301,14,1737,2024-03-01
3238,202301,23,1738,2024-03-01
3239,202301,9,1739,2024-03-01
3240,202301,18,1740,2024-03-01
3241,202301,5,1741,2024-03-01
3242,202301,9,1742,2024-03-01
3243,202301,10,1743,2024-03-01
3244,202301,18,1744,2024-03-01
3245,202301,5,1745,2024-03-01
3246,202301,16,1746,2024-03-01
3247,202301,16,1747,2024-03-01
3248,202301,15,1748,2024-03-01
3249,202301,6,1749,2024-03-01
3250,202301,8,1750,2024-03-01
3251,202301,1,1751,2024-03-01
3252,202301,18,1752,2024-03-01
3253,202301,6,1753,2024-03-01
3254,202301,2,1754,2024-03-01
3255,202301,11,1755,2024-03-01
3256,202301,8,1756,2024-03-01
3257,202301,3,1757,2024-03-01
3258,202301,23,1758,2024-03-01
3259,202301,4,1759,2024-03-01
3260,202301,21,1760,2024-03-01
3261,202301,25,1761,2024-03-01
3262,202301,1,1762,2024-03-01
3263,202301,21,1763,2024-03-01
3264,202301,25,1764,2024-03-01
3265,202301,8,1765,2024-03-01
3266,202301,22,1766,2024-03-01
3267,202301,14,1767,2024-03-01
3268,202301,12,1768,2024-03-01
3269,202301,18,1769,2024-03-01
3270,202301,17,1770,2024-03-01
3271,202301,18,1771,2024-03-01
3272,202301,14,1772,2024-03-01
3273,202301,23,1773,2024-03-01
3274,202301,12,1774,2024-03-01
